OBJECTID,Join_Count,TARGET_FID,JOIN_FID,GRID_ID,ID,sourceCountry,ENRICH_FID,aggregationMethod,populationToPolygonSizeRating,apportionmentConfidence,HasData,CRMCYBURG,CRMCYTOTC,TOTPOP_CY,UNEMPRT_CY_I,HISPPOP_CY_P,MEDHINC_CY_I,ACSVET_P,ID_1,sourceCountry_1,ENRICH_FID_1,aggregationMethod_1,populationToPolygonSizeRating_1,apportionmentConfidence_1,HasData_1,ACSHHDIS_P,ACSPUBAI_P,ACSGRNTI50_P,ACSEDNOSCH_P,ACS35NOHI_P,ACSVET_P_1,ACSHSGRAD_P,ACSHHPBLPV_P,X14068_X_I,X14068FY_X_I,source_run,latitude,longitude,address,heading,filename,tent_prediction_count,max_conf,classes_seen,hex_area_sqkm,climate_t2m_2024_c,climate_tmax_2024_c,climate_ppt_2024_mm,tent_ref_point_count,tent_ref_prediction_sum,tent_ref_max_conf,tent_ref_mean_conf,transit_stops_count,hospital_count,fire_station_count,library_count,college_count,public_school_count,private_school_count,recreation_center_count,adult_recreation_count,cool_zone_count,affordable_housing_count,sud_treatment_count,business_sites_count,gas_station_count,police_station_count,food_access_count,lausd_school_site_count,osm_major_road_segments_count,osm_major_road_length_m,nearest_osm_major_road_m,freeway_segments_count,freeway_length_m,nearest_freeway_m,river_drainage_segments_count,river_drainage_length_m,nearest_river_drainage_m,osm_amenity_count,caltrans_highway_segments_count,caltrans_highway_length_m,nearest_caltrans_highway_m,fema_flood_hazard_area_pct,fema_flood_hazard_intersects,la_geohub_100yr_flood_area_pct,la_geohub_100yr_flood_intersects,la_geohub_500yr_flood_area_pct,la_geohub_500yr_flood_intersects,la_geohub_fire_hazard_area_pct,la_geohub_fire_hazard_intersects,heat_exposure_area_pct,heat_exposure_intersects,tree_canopy_proxy_pct,vegetation_proxy_pct,impervious_proxy_pct,water_proxy_pct,bare_ground_proxy_pct,dominant_landcover_class,heat_exposure_proxy_score
1,0,1,-1,I-10,0,US,411,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,89,85,8099,45,49.92,118,2.89,0,US,1,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,23.57,2.12,25.67,5.37,4.36,1.96,14.08,9.85,104,106,,,,,,,,,,1.9425,17.47,29.74,16.36,0,0,,,57,0,0,0,0,1,1,0,0,0,0,2,751,747,0,0,2,43,3904.06,128.42,0,0.0,3741.23,1,1497.94,125.49,9,0,0.0,3769.86,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,2.7,20.34,52.62,6.47,20.58,5,66.02
1224,1,440,382,AB-23,10,US,182,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88,255,4911,181,34.39,26,11.93,39,US,311,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,35.04,19.01,24.56,0.95,6.5,8.23,20.35,38.53,49,49,api_test_workflow_v2_5pct_fresh_2026-04-28,34.04194795,-118.24832973,"401 E 7TH ST, 90014",0.0,34.0419479525_-118.248329734_0.jpg,1.0,0.8044,tent,1.9425,17.47,29.74,16.36,0,0,,,165,0,1,0,0,4,0,0,0,0,0,0,5527,5341,0,5,5,22,1185.64,726.77,0,0.0,906.04,0,0.0,2003.49,35,0,0.0,928.97,27.5,1,0.0,0,7.67,1,100.0,1,0.0,0,0.17,1.74,95.88,0.29,2.09,5,97.06
1225,1,440,383,AB-23,10,US,182,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88,255,4911,181,34.39,26,11.93,39,US,311,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,35.04,19.01,24.56,0.95,6.5,8.23,20.35,38.53,49,49,api_test_workflow_v2_5pct_fresh_2026-04-28,34.04194795,-118.24832973,"401 E 7TH ST, 90014",90.0,34.0419479525_-118.248329734_90.jpg,1.0,0.8744,tent,1.9425,17.47,29.74,16.36,0,0,,,165,0,1,0,0,4,0,0,0,0,0,0,5527,5341,0,5,5,22,1185.64,726.77,0,0.0,906.04,0,0.0,2003.49,35,0,0.0,928.97,27.5,1,0.0,0,7.67,1,100.0,1,0.0,0,0.17,1.74,95.88,0.29,2.09,5,97.06
1226,1,440,384,AB-23,10,US,182,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88,255,4911,181,34.39,26,11.93,39,US,311,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,35.04,19.01,24.56,0.95,6.5,8.23,20.35,38.53,49,49,api_test_workflow_v2_5pct_fresh_2026-04-28,34.04194795,-118.24832973,"401 E 7TH ST, 90014",270.0,34.0419479525_-118.248329734_270.jpg,1.0,0.7268,tent,1.9425,17.47,29.74,16.36,0,0,,,165,0,1,0,0,4,0,0,0,0,0,0,5527,5341,0,5,5,22,1185.64,726.77,0,0.0,906.04,0,0.0,2003.49,35,0,0.0,928.97,27.5,1,0.0,0,7.67,1,100.0,1,0.0,0,0.17,1.74,95.88,0.29,2.09,5,97.06
1227,1,440,389,AB-23,10,US,182,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88,255,4911,181,34.39,26,11.93,39,US,311,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,35.04,19.01,24.56,0.95,6.5,8.23,20.35,38.53,49,49,api_test_workflow_v2_5pct_fresh_2026-04-28,34.04251309,-118.24546509,"421 E 6TH ST, 90014",0.0,34.0425130882_-118.245465092_0.jpg,1.0,0.7807,tent,1.9425,17.47,29.74,16.36,0,0,,,165,0,1,0,0,4,0,0,0,0,0,0,5527,5341,0,5,5,22,1185.64,726.77,0,0.0,906.04,0,0.0,2003.49,35,0,0.0,928.97,27.5,1,0.0,0,7.67,1,100.0,1,0.0,0,0.17,1.74,95.88,0.29,2.09,5,97.06
1228,1,440,390,AB-23,10,US,182,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88,255,4911,181,34.39,26,11.93,39,US,311,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,35.04,19.01,24.56,0.95,6.5,8.23,20.35,38.53,49,49,api_test_workflow_v2_5pct_fresh_2026-04-28,34.04251309,-118.24546509,"421 E 6TH ST, 90014",90.0,34.0425130882_-118.245465092_90.jpg,2.0,0.8355,tent,1.9425,17.47,29.74,16.36,0,0,,,165,0,1,0,0,4,0,0,0,0,0,0,5527,5341,0,5,5,22,1185.64,726.77,0,0.0,906.04,0,0.0,2003.49,35,0,0.0,928.97,27.5,1,0.0,0,7.67,1,100.0,1,0.0,0,0.17,1.74,95.88,0.29,2.09,5,97.06
1229,1,440,551,AB-23,10,US,182,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88,255,4911,181,34.39,26,11.93,39,US,311,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,35.04,19.01,24.56,0.95,6.5,8.23,20.35,38.53,49,49,api_test_workflow_v2_20pct_model6_2026-05-07_batch2,34.03668177,-118.25128291,"967 S SAN PEDRO ST, 90015",0.0,34.036681774_-118.251282912_0.jpg,2.0,0.8408,tent,1.9425,17.47,29.74,16.36,0,0,,,165,0,1,0,0,4,0,0,0,0,0,0,5527,5341,0,5,5,22,1185.64,726.77,0,0.0,906.04,0,0.0,2003.49,35,0,0.0,928.97,27.5,1,0.0,0,7.67,1,100.0,1,0.0,0,0.17,1.74,95.88,0.29,2.09,5,97.06
1230,1,440,552,AB-23,10,US,182,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88,255,4911,181,34.39,26,11.93,39,US,311,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,35.04,19.01,24.56,0.95,6.5,8.23,20.35,38.53,49,49,api_test_workflow_v2_20pct_model6_2026-05-07_batch2,34.03668177,-118.25128291,"967 S SAN PEDRO ST, 90015",270.0,34.036681774_-118.251282912_270.jpg,3.0,0.8477,tent,1.9425,17.47,29.74,16.36,0,0,,,165,0,1,0,0,4,0,0,0,0,0,0,5527,5341,0,5,5,22,1185.64,726.77,0,0.0,906.04,0,0.0,2003.49,35,0,0.0,928.97,27.5,1,0.0,0,7.67,1,100.0,1,0.0,0,0.17,1.74,95.88,0.29,2.09,5,97.06
1231,1,440,557,AB-23,10,US,182,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88,255,4911,181,34.39,26,11.93,39,US,311,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,35.04,19.01,24.56,0.95,6.5,8.23,20.35,38.53,49,49,api_test_workflow_v2_20pct_model6_2026-05-07_batch2,34.03027617,-118.24580665,"1174 E 12TH ST, 90021",180.0,34.0302761704_-118.24580665_180.jpg,1.0,0.8363,tent,1.9425,17.47,29.74,16.36,0,0,,,165,0,1,0,0,4,0,0,0,0,0,0,5527,5341,0,5,5,22,1185.64,726.77,0,0.0,906.04,0,0.0,2003.49,35,0,0.0,928.97,27.5,1,0.0,0,7.67,1,100.0,1,0.0,0,0.17,1.74,95.88,0.29,2.09,5,97.06
1232,1,440,613,AB-23,10,US,182,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88,255,4911,181,34.39,26,11.93,39,US,311,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,35.04,19.01,24.56,0.95,6.5,8.23,20.35,38.53,49,49,api_test_workflow_v2_remaining_model6_2026-05-08,34.04214331,-118.24920768,"310 E 7TH ST, 90014",180.0,34.0421433149_-118.249207682_180.jpg,3.0,0.7794,tent,1.9425,17.47,29.74,16.36,0,0,,,165,0,1,0,0,4,0,0,0,0,0,0,5527,5341,0,5,5,22,1185.64,726.77,0,0.0,906.04,0,0.0,2003.49,35,0,0.0,928.97,27.5,1,0.0,0,7.67,1,100.0,1,0.0,0,0.17,1.74,95.88,0.29,2.09,5,97.06
1233,1,440,614,AB-23,10,US,182,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88,255,4911,181,34.39,26,11.93,39,US,311,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,35.04,19.01,24.56,0.95,6.5,8.23,20.35,38.53,49,49,api_test_workflow_v2_remaining_model6_2026-05-08,34.04214331,-118.24920768,"310 E 7TH ST, 90014",270.0,34.0421433149_-118.249207682_270.jpg,2.0,0.7843,tent,1.9425,17.47,29.74,16.36,0,0,,,165,0,1,0,0,4,0,0,0,0,0,0,5527,5341,0,5,5,22,1185.64,726.77,0,0.0,906.04,0,0.0,2003.49,35,0,0.0,928.97,27.5,1,0.0,0,7.67,1,100.0,1,0.0,0,0.17,1.74,95.88,0.29,2.09,5,97.06
1234,1,440,674,AB-23,10,US,182,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88,255,4911,181,34.39,26,11.93,39,US,311,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,35.04,19.01,24.56,0.95,6.5,8.23,20.35,38.53,49,49,api_test_workflow_v2_remaining_model6_2026-05-08,34.0361913,-118.25571753,"1132 S MAPLE AVE, 90015",180.0,34.0361913016_-118.255717534_180.jpg,3.0,0.8358,tent,1.9425,17.47,29.74,16.36,0,0,,,165,0,1,0,0,4,0,0,0,0,0,0,5527,5341,0,5,5,22,1185.64,726.77,0,0.0,906.04,0,0.0,2003.49,35,0,0.0,928.97,27.5,1,0.0,0,7.67,1,100.0,1,0.0,0,0.17,1.74,95.88,0.29,2.09,5,97.06
1235,1,440,738,AB-23,10,US,182,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88,255,4911,181,34.39,26,11.93,39,US,311,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,35.04,19.01,24.56,0.95,6.5,8.23,20.35,38.53,49,49,api_test_workflow_v2_30pct_model6_2026-05-08,34.03655922,-118.24219278,"716 S MERCHANT ST, 90021",90.0,34.0365592238_-118.242192782_90.jpg,1.0,0.7369,tent,1.9425,17.47,29.74,16.36,0,0,,,165,0,1,0,0,4,0,0,0,0,0,0,5527,5341,0,5,5,22,1185.64,726.77,0,0.0,906.04,0,0.0,2003.49,35,0,0.0,928.97,27.5,1,0.0,0,7.67,1,100.0,1,0.0,0,0.17,1.74,95.88,0.29,2.09,5,97.06
1236,1,440,854,AB-23,10,US,182,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88,255,4911,181,34.39,26,11.93,39,US,311,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,35.04,19.01,24.56,0.95,6.5,8.23,20.35,38.53,49,49,api_test_workflow_v2_10pct_model6_2026-05-06_live,34.03706059,-118.24399297,"736 S CERES AVE, 90021",0.0,34.0370605853_-118.243992965_0.jpg,1.0,0.838,tent,1.9425,17.47,29.74,16.36,0,0,,,165,0,1,0,0,4,0,0,0,0,0,0,5527,5341,0,5,5,22,1185.64,726.77,0,0.0,906.04,0,0.0,2003.49,35,0,0.0,928.97,27.5,1,0.0,0,7.67,1,100.0,1,0.0,0,0.17,1.74,95.88,0.29,2.09,5,97.06
1237,1,440,855,AB-23,10,US,182,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88,255,4911,181,34.39,26,11.93,39,US,311,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,35.04,19.01,24.56,0.95,6.5,8.23,20.35,38.53,49,49,api_test_workflow_v2_10pct_model6_2026-05-06_live,34.04284574,-118.2462043,"6TH ST AT SAN JULIAN ST, 90013",0.0,34.0428457391_-118.246204297_0.jpg,3.0,0.8099,tent,1.9425,17.47,29.74,16.36,0,0,,,165,0,1,0,0,4,0,0,0,0,0,0,5527,5341,0,5,5,22,1185.64,726.77,0,0.0,906.04,0,0.0,2003.49,35,0,0.0,928.97,27.5,1,0.0,0,7.67,1,100.0,1,0.0,0,0.17,1.74,95.88,0.29,2.09,5,97.06
1238,1,440,856,AB-23,10,US,182,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88,255,4911,181,34.39,26,11.93,39,US,311,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,35.04,19.01,24.56,0.95,6.5,8.23,20.35,38.53,49,49,api_test_workflow_v2_10pct_model6_2026-05-06_live,34.04284574,-118.2462043,"6TH ST AT SAN JULIAN ST, 90013",180.0,34.0428457391_-118.246204297_180.jpg,1.0,0.6206,tent,1.9425,17.47,29.74,16.36,0,0,,,165,0,1,0,0,4,0,0,0,0,0,0,5527,5341,0,5,5,22,1185.64,726.77,0,0.0,906.04,0,0.0,2003.49,35,0,0.0,928.97,27.5,1,0.0,0,7.67,1,100.0,1,0.0,0,0.17,1.74,95.88,0.29,2.09,5,97.06
1239,1,440,919,AB-23,10,US,182,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88,255,4911,181,34.39,26,11.93,39,US,311,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,35.04,19.01,24.56,0.95,6.5,8.23,20.35,38.53,49,49,api_test_workflow_v2_20pct_model6_2026-05-07_batch2,34.03592958,-118.2441229,"765 S KOHLER ST, 90021",0.0,34.0359295757_-118.244122897_0.jpg,1.0,0.883,tent,1.9425,17.47,29.74,16.36,0,0,,,165,0,1,0,0,4,0,0,0,0,0,0,5527,5341,0,5,5,22,1185.64,726.77,0,0.0,906.04,0,0.0,2003.49,35,0,0.0,928.97,27.5,1,0.0,0,7.67,1,100.0,1,0.0,0,0.17,1.74,95.88,0.29,2.09,5,97.06
1240,1,440,928,AB-23,10,US,182,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88,255,4911,181,34.39,26,11.93,39,US,311,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,35.04,19.01,24.56,0.95,6.5,8.23,20.35,38.53,49,49,api_test_workflow_v2_20pct_model6_2026-05-07_batch2,34.03731366,-118.24417807,"729 S CERES AVE, 90021",0.0,34.0373136622_-118.24417807_0.jpg,1.0,0.8844,tent,1.9425,17.47,29.74,16.36,0,0,,,165,0,1,0,0,4,0,0,0,0,0,0,5527,5341,0,5,5,22,1185.64,726.77,0,0.0,906.04,0,0.0,2003.49,35,0,0.0,928.97,27.5,1,0.0,0,7.67,1,100.0,1,0.0,0,0.17,1.74,95.88,0.29,2.09,5,97.06
1241,1,440,1017,AB-23,10,US,182,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88,255,4911,181,34.39,26,11.93,39,US,311,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,35.04,19.01,24.56,0.95,6.5,8.23,20.35,38.53,49,49,api_test_workflow_v8_remaining_location_deduped_10pct_2026-05-22,34.03672561,-118.25124881,"963 S SAN PEDRO ST, 90015",0.0,34.0367256143_-118.251248809_0.jpg,3.0,0.8827,tent,1.9425,17.47,29.74,16.36,0,0,,,165,0,1,0,0,4,0,0,0,0,0,0,5527,5341,0,5,5,22,1185.64,726.77,0,0.0,906.04,0,0.0,2003.49,35,0,0.0,928.97,27.5,1,0.0,0,7.67,1,100.0,1,0.0,0,0.17,1.74,95.88,0.29,2.09,5,97.06
1242,1,440,1018,AB-23,10,US,182,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88,255,4911,181,34.39,26,11.93,39,US,311,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,35.04,19.01,24.56,0.95,6.5,8.23,20.35,38.53,49,49,api_test_workflow_v8_remaining_location_deduped_10pct_2026-05-22,34.03672561,-118.25124881,"963 S SAN PEDRO ST, 90015",270.0,34.0367256143_-118.251248809_270.jpg,2.0,0.8308,tent,1.9425,17.47,29.74,16.36,0,0,,,165,0,1,0,0,4,0,0,0,0,0,0,5527,5341,0,5,5,22,1185.64,726.77,0,0.0,906.04,0,0.0,2003.49,35,0,0.0,928.97,27.5,1,0.0,0,7.67,1,100.0,1,0.0,0,0.17,1.74,95.88,0.29,2.09,5,97.06
1243,1,440,1078,AB-23,10,US,182,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88,255,4911,181,34.39,26,11.93,39,US,311,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,35.04,19.01,24.56,0.95,6.5,8.23,20.35,38.53,49,49,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.03879726,-118.24384427,"915 E 7TH ST, 90021",0.0,34.0387972619_-118.243844273_0.jpg,1.0,0.9487,tent,1.9425,17.47,29.74,16.36,0,0,,,165,0,1,0,0,4,0,0,0,0,0,0,5527,5341,0,5,5,22,1185.64,726.77,0,0.0,906.04,0,0.0,2003.49,35,0,0.0,928.97,27.5,1,0.0,0,7.67,1,100.0,1,0.0,0,0.17,1.74,95.88,0.29,2.09,5,97.06
1244,1,440,1079,AB-23,10,US,182,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88,255,4911,181,34.39,26,11.93,39,US,311,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,35.04,19.01,24.56,0.95,6.5,8.23,20.35,38.53,49,49,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.03879726,-118.24384427,"915 E 7TH ST, 90021",90.0,34.0387972619_-118.243844273_90.jpg,1.0,0.8846,tent,1.9425,17.47,29.74,16.36,0,0,,,165,0,1,0,0,4,0,0,0,0,0,0,5527,5341,0,5,5,22,1185.64,726.77,0,0.0,906.04,0,0.0,2003.49,35,0,0.0,928.97,27.5,1,0.0,0,7.67,1,100.0,1,0.0,0,0.17,1.74,95.88,0.29,2.09,5,97.06
1245,1,440,1080,AB-23,10,US,182,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88,255,4911,181,34.39,26,11.93,39,US,311,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,35.04,19.01,24.56,0.95,6.5,8.23,20.35,38.53,49,49,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.03879726,-118.24384427,"915 E 7TH ST, 90021",270.0,34.0387972619_-118.243844273_270.jpg,1.0,0.7109,tent,1.9425,17.47,29.74,16.36,0,0,,,165,0,1,0,0,4,0,0,0,0,0,0,5527,5341,0,5,5,22,1185.64,726.77,0,0.0,906.04,0,0.0,2003.49,35,0,0.0,928.97,27.5,1,0.0,0,7.67,1,100.0,1,0.0,0,0.17,1.74,95.88,0.29,2.09,5,97.06
1246,1,440,1102,AB-23,10,US,182,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88,255,4911,181,34.39,26,11.93,39,US,311,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,35.04,19.01,24.56,0.95,6.5,8.23,20.35,38.53,49,49,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.03790234,-118.2507717,"615 E 9TH ST, 90015",0.0,34.0379023409_-118.250771697_0.jpg,1.0,0.8017,tent,1.9425,17.47,29.74,16.36,0,0,,,165,0,1,0,0,4,0,0,0,0,0,0,5527,5341,0,5,5,22,1185.64,726.77,0,0.0,906.04,0,0.0,2003.49,35,0,0.0,928.97,27.5,1,0.0,0,7.67,1,100.0,1,0.0,0,0.17,1.74,95.88,0.29,2.09,5,97.06
1247,1,440,1104,AB-23,10,US,182,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88,255,4911,181,34.39,26,11.93,39,US,311,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,35.04,19.01,24.56,0.95,6.5,8.23,20.35,38.53,49,49,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.03802691,-118.24300664,"7TH ST AT CERES AVE, 90021",0.0,34.038026912_-118.243006642_0.jpg,2.0,0.7228,tent,1.9425,17.47,29.74,16.36,0,0,,,165,0,1,0,0,4,0,0,0,0,0,0,5527,5341,0,5,5,22,1185.64,726.77,0,0.0,906.04,0,0.0,2003.49,35,0,0.0,928.97,27.5,1,0.0,0,7.67,1,100.0,1,0.0,0,0.17,1.74,95.88,0.29,2.09,5,97.06
1248,1,440,1105,AB-23,10,US,182,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88,255,4911,181,34.39,26,11.93,39,US,311,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,35.04,19.01,24.56,0.95,6.5,8.23,20.35,38.53,49,49,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.03802691,-118.24300664,"7TH ST AT CERES AVE, 90021",90.0,34.038026912_-118.243006642_90.jpg,3.0,0.8861,tent,1.9425,17.47,29.74,16.36,0,0,,,165,0,1,0,0,4,0,0,0,0,0,0,5527,5341,0,5,5,22,1185.64,726.77,0,0.0,906.04,0,0.0,2003.49,35,0,0.0,928.97,27.5,1,0.0,0,7.67,1,100.0,1,0.0,0,0.17,1.74,95.88,0.29,2.09,5,97.06
1249,1,440,1130,AB-23,10,US,182,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88,255,4911,181,34.39,26,11.93,39,US,311,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,35.04,19.01,24.56,0.95,6.5,8.23,20.35,38.53,49,49,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.03703563,-118.2509083,"929 S SAN PEDRO ST, 90015",90.0,34.0370356321_-118.250908305_90.jpg,2.0,0.8298,tent,1.9425,17.47,29.74,16.36,0,0,,,165,0,1,0,0,4,0,0,0,0,0,0,5527,5341,0,5,5,22,1185.64,726.77,0,0.0,906.04,0,0.0,2003.49,35,0,0.0,928.97,27.5,1,0.0,0,7.67,1,100.0,1,0.0,0,0.17,1.74,95.88,0.29,2.09,5,97.06
1250,1,440,1131,AB-23,10,US,182,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88,255,4911,181,34.39,26,11.93,39,US,311,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,35.04,19.01,24.56,0.95,6.5,8.23,20.35,38.53,49,49,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.03703563,-118.2509083,"929 S SAN PEDRO ST, 90015",270.0,34.0370356321_-118.250908305_270.jpg,4.0,0.8349,tent,1.9425,17.47,29.74,16.36,0,0,,,165,0,1,0,0,4,0,0,0,0,0,0,5527,5341,0,5,5,22,1185.64,726.77,0,0.0,906.04,0,0.0,2003.49,35,0,0.0,928.97,27.5,1,0.0,0,7.67,1,100.0,1,0.0,0,0.17,1.74,95.88,0.29,2.09,5,97.06
1251,1,440,1180,AB-23,10,US,182,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88,255,4911,181,34.39,26,11.93,39,US,311,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,35.04,19.01,24.56,0.95,6.5,8.23,20.35,38.53,49,49,api_test_workflow_v8_remaining_location_deduped_final_after10_30_2026-05-23,34.03699933,-118.25094401,"933 S SAN PEDRO ST, 90015",270.0,34.0369993318_-118.250944009_270.jpg,5.0,0.8891,tent,1.9425,17.47,29.74,16.36,0,0,,,165,0,1,0,0,4,0,0,0,0,0,0,5527,5341,0,5,5,22,1185.64,726.77,0,0.0,906.04,0,0.0,2003.49,35,0,0.0,928.97,27.5,1,0.0,0,7.67,1,100.0,1,0.0,0,0.17,1.74,95.88,0.29,2.09,5,97.06
1252,1,440,1201,AB-23,10,US,182,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88,255,4911,181,34.39,26,11.93,39,US,311,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,35.04,19.01,24.56,0.95,6.5,8.23,20.35,38.53,49,49,api_test_workflow_v8_remaining_location_deduped_final_after10_30_2026-05-23,34.04069346,-118.24680774,"7TH ST AT SAN PEDRO ST, 90014",90.0,34.0406934609_-118.246807742_90.jpg,4.0,0.8598,tent,1.9425,17.47,29.74,16.36,0,0,,,165,0,1,0,0,4,0,0,0,0,0,0,5527,5341,0,5,5,22,1185.64,726.77,0,0.0,906.04,0,0.0,2003.49,35,0,0.0,928.97,27.5,1,0.0,0,7.67,1,100.0,1,0.0,0,0.17,1.74,95.88,0.29,2.09,5,97.06
1253,1,440,1202,AB-23,10,US,182,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88,255,4911,181,34.39,26,11.93,39,US,311,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,35.04,19.01,24.56,0.95,6.5,8.23,20.35,38.53,49,49,api_test_workflow_v8_remaining_location_deduped_final_after10_30_2026-05-23,34.04069346,-118.24680774,"7TH ST AT SAN PEDRO ST, 90014",270.0,34.0406934609_-118.246807742_270.jpg,3.0,0.7856,tent,1.9425,17.47,29.74,16.36,0,0,,,165,0,1,0,0,4,0,0,0,0,0,0,5527,5341,0,5,5,22,1185.64,726.77,0,0.0,906.04,0,0.0,2003.49,35,0,0.0,928.97,27.5,1,0.0,0,7.67,1,100.0,1,0.0,0,0.17,1.74,95.88,0.29,2.09,5,97.06
